Imports Successful!
Net Init Complete.
RecordIter Setup Done.
<class 'mxnet.io.io.MXDataIter'>
<class 'mxnet.io.io.MXDataIter'>
Creating Data Loaders
<class '__main__.DataIterLoader'>
<class '__main__.DataIterLoader'>
Training Loop Started:
Epoch[0] Batch [49]:	Speed: 234.660207 samples/sec	top1-err=0.998437	top5-err=0.992500	train_loss=23616.823334
Epoch[2] Batch [18899]:	Speed: 316.587481 samples/sec	top1-err=0.731934	top5-err=0.489974	train_loss=4342076.321701
Epoch[2] Batch [18949]:	Speed: 316.476440 samples/sec	top1-err=0.731895	top5-err=0.489910	train_loss=4353184.102844
Epoch[2] Batch [18999]:	Speed: 317.650654 samples/sec	top1-err=0.731891	top5-err=0.489873	train_loss=4364565.560913
Epoch[2] Batch [19049]:	Speed: 317.663931 samples/sec	top1-err=0.731841	top5-err=0.489830	train_loss=4375747.678406
Epoch[2] Batch [19099]:	Speed: 317.437157 samples/sec	top1-err=0.731798	top5-err=0.489808	train_loss=4387076.814697
Epoch[2] Batch [19149]:	Speed: 316.061499 samples/sec	top1-err=0.731753	top5-err=0.489738	train_loss=4398170.085266
Epoch[2] Batch [19199]:	Speed: 316.712119 samples/sec	top1-err=0.731758	top5-err=0.489748	train_loss=4409632.425522
Epoch[2] Batch [19249]:	Speed: 317.672938 samples/sec	top1-err=0.731727	top5-err=0.489677	train_loss=4420841.027451
Epoch[2] Batch [19299]:	Speed: 319.120254 samples/sec	top1-err=0.731728	top5-err=0.489687	train_loss=4432317.915665
Epoch[2] Batch [19349]:	Speed: 318.777901 samples/sec	top1-err=0.731699	top5-err=0.489653	train_loss=4443621.013351
Epoch[2] Batch [19399]:	Speed: 318.297988 samples/sec	top1-err=0.731702	top5-err=0.489649	train_loss=4455030.806351
Epoch[2] Batch [19449]:	Speed: 317.964997 samples/sec	top1-err=0.731630	top5-err=0.489551	train_loss=4465898.568771
Epoch[2] Batch [19499]:	Speed: 318.157490 samples/sec	top1-err=0.731624	top5-err=0.489514	train_loss=4477082.929947
Epoch[2] Batch [19549]:	Speed: 318.785942 samples/sec	top1-err=0.731592	top5-err=0.489461	train_loss=4488258.966949
Epoch[2] Batch [19599]:	Speed: 318.027463 samples/sec	top1-err=0.731572	top5-err=0.489400	train_loss=4499523.311890
Epoch[2] Batch [19649]:	Speed: 318.887252 samples/sec	top1-err=0.731529	top5-err=0.489371	train_loss=4510855.780746
Epoch[2] Batch [19699]:	Speed: 317.919619 samples/sec	top1-err=0.731478	top5-err=0.489294	train_loss=4521884.933029
Epoch[2] Batch [19749]:	Speed: 318.061716 samples/sec	top1-err=0.731437	top5-err=0.489218	train_loss=4532963.494843
Epoch[2] Batch [19799]:	Speed: 318.595320 samples/sec	top1-err=0.731424	top5-err=0.489186	train_loss=4544177.306564
Epoch[2] Batch [19849]:	Speed: 318.296244 samples/sec	top1-err=0.731371	top5-err=0.489111	train_loss=4555194.631241
Epoch[2] Batch [19899]:	Speed: 318.384283 samples/sec	top1-err=0.731326	top5-err=0.489034	train_loss=4566291.990677
Epoch[2] Batch [19949]:	Speed: 318.207832 samples/sec	top1-err=0.731312	top5-err=0.488993	train_loss=4577607.472641
Epoch[2] Batch [19999]:	Speed: 317.807951 samples/sec	top1-err=0.731287	top5-err=0.488946	train_loss=4588766.316803
[Epoch 2] train_top5=0.511060 train_top1=0.268708 val_top5=0.574024 val_top1=0.305798 loss=4592876.968246 time: 4097.428175
Epoch[3] Batch [49]:	Speed: 312.234246 samples/sec	top1-err=0.709688	top5-err=0.468125	train_loss=11216.678146
Epoch[3] Batch [99]:	Speed: 318.111281 samples/sec	top1-err=0.712656	top5-err=0.477344	train_loss=22569.711746
Epoch[3] Batch [149]:	Speed: 317.152773 samples/sec	top1-err=0.709792	top5-err=0.469583	train_loss=33502.449234
Epoch[3] Batch [199]:	Speed: 317.932715 samples/sec	top1-err=0.713125	top5-err=0.467969	train_loss=44727.617996
Epoch[3] Batch [249]:	Speed: 317.778357 samples/sec	top1-err=0.713938	top5-err=0.466437	train_loss=55786.756577
Epoch[3] Batch [299]:	Speed: 318.495457 samples/sec	top1-err=0.712240	top5-err=0.464323	train_loss=66761.115234
Epoch[3] Batch [349]:	Speed: 318.586268 samples/sec	top1-err=0.710848	top5-err=0.462143	train_loss=77607.197769
Epoch[3] Batch [399]:	Speed: 317.680788 samples/sec	top1-err=0.711211	top5-err=0.463633	train_loss=88771.096649
Epoch[3] Batch [449]:	Speed: 317.998800 samples/sec	top1-err=0.710972	top5-err=0.463125	train_loss=99827.040817
Epoch[3] Batch [499]:	Speed: 318.224038 samples/sec	top1-err=0.711250	top5-err=0.462562	train_loss=110927.350784
Epoch[3] Batch [549]:	Speed: 318.367676 samples/sec	top1-err=0.711222	top5-err=0.463608	train_loss=122037.509857
Epoch[3] Batch [599]:	Speed: 318.176346 samples/sec	top1-err=0.710599	top5-err=0.461745	train_loss=132915.740723
Epoch[3] Batch [649]:	Speed: 318.322296 samples/sec	top1-err=0.711034	top5-err=0.462957	train_loss=144139.737366
Epoch[3] Batch [699]:	Speed: 318.088196 samples/sec	top1-err=0.711562	top5-err=0.464129	train_loss=155415.919220
Epoch[3] Batch [749]:	Speed: 316.886188 samples/sec	top1-err=0.711979	top5-err=0.464458	train_loss=166592.028687
Epoch[3] Batch [799]:	Speed: 318.501791 samples/sec	top1-err=0.712695	top5-err=0.465020	train_loss=177726.076401
Epoch[3] Batch [849]:	Speed: 317.699685 samples/sec	top1-err=0.713437	top5-err=0.465423	train_loss=188914.248718
Epoch[3] Batch [899]:	Speed: 318.409170 samples/sec	top1-err=0.713802	top5-err=0.465747	train_loss=200034.619186
Epoch[3] Batch [949]:	Speed: 318.428494 samples/sec	top1-err=0.713076	top5-err=0.465230	train_loss=210989.284286
Epoch[3] Batch [999]:	Speed: 318.744190 samples/sec	top1-err=0.713469	top5-err=0.466125	train_loss=222252.834900
Epoch[3] Batch [1049]:	Speed: 318.601181 samples/sec	top1-err=0.713497	top5-err=0.466131	train_loss=233348.927292
Epoch[3] Batch [1099]:	Speed: 317.979769 samples/sec	top1-err=0.713551	top5-err=0.466151	train_loss=244492.743195
Epoch[3] Batch [1149]:	Speed: 317.810592 samples/sec	top1-err=0.713628	top5-err=0.466739	train_loss=255687.076187
Epoch[3] Batch [1199]:	Speed: 317.745639 samples/sec	top1-err=0.714023	top5-err=0.467135	train_loss=266943.204987
Epoch[3] Batch [1249]:	Speed: 318.688329 samples/sec	top1-err=0.713750	top5-err=0.466625	train_loss=277868.911804
Epoch[3] Batch [1299]:	Speed: 296.257050 samples/sec	top1-err=0.713726	top5-err=0.467031	train_loss=289068.700455
Epoch[3] Batch [1349]:	Speed: 317.501263 samples/sec	top1-err=0.713576	top5-err=0.467083	train_loss=300109.608536
Epoch[3] Batch [1399]:	Speed: 317.819826 samples/sec	top1-err=0.714196	top5-err=0.467467	train_loss=311303.367813
Epoch[3] Batch [1449]:	Speed: 318.853450 samples/sec	top1-err=0.714591	top5-err=0.467866	train_loss=322625.077438
Epoch[3] Batch [1499]:	Speed: 318.621148 samples/sec	top1-err=0.714906	top5-err=0.467938	train_loss=333861.293518
Epoch[3] Batch [1549]:	Speed: 318.614749 samples/sec	top1-err=0.715020	top5-err=0.468135	train_loss=345114.143799
Epoch[3] Batch [1599]:	Speed: 318.721195 samples/sec	top1-err=0.715156	top5-err=0.467881	train_loss=356200.215317
Epoch[3] Batch [1649]:	Speed: 319.201400 samples/sec	top1-err=0.715161	top5-err=0.467936	train_loss=367262.293427
Epoch[3] Batch [1699]:	Speed: 319.638661 samples/sec	top1-err=0.715322	top5-err=0.468033	train_loss=378528.117706
Epoch[3] Batch [1749]:	Speed: 319.226871 samples/sec	top1-err=0.715429	top5-err=0.467938	train_loss=389727.017960
Epoch[3] Batch [1799]:	Speed: 319.817868 samples/sec	top1-err=0.715686	top5-err=0.468212	train_loss=400981.481003
Epoch[3] Batch [1849]:	Speed: 319.993004 samples/sec	top1-err=0.715811	top5-err=0.468083	train_loss=412076.814468
Epoch[3] Batch [1899]:	Speed: 319.292294 samples/sec	top1-err=0.715831	top5-err=0.468133	train_loss=423157.772003
Epoch[3] Batch [1949]:	Speed: 319.505397 samples/sec	top1-err=0.716154	top5-err=0.468261	train_loss=434401.069534
Epoch[3] Batch [1999]:	Speed: 319.842995 samples/sec	top1-err=0.716211	top5-err=0.468313	train_loss=445520.309921
Epoch[3] Batch [2049]:	Speed: 319.864094 samples/sec	top1-err=0.715899	top5-err=0.468163	train_loss=456563.797028
Epoch[3] Batch [2099]:	Speed: 319.604958 samples/sec	top1-err=0.715513	top5-err=0.468021	train_loss=467422.884369
Epoch[3] Batch [2149]:	Speed: 318.311976 samples/sec	top1-err=0.715516	top5-err=0.468009	train_loss=478494.188034
Epoch[3] Batch [2199]:	Speed: 317.955062 samples/sec	top1-err=0.715575	top5-err=0.468111	train_loss=489594.165421
Epoch[3] Batch [2249]:	Speed: 319.387679 samples/sec	top1-err=0.715562	top5-err=0.467910	train_loss=500732.325104
Epoch[3] Batch [2299]:	Speed: 319.624959 samples/sec	top1-err=0.715543	top5-err=0.468057	train_loss=511932.589874
Epoch[3] Batch [2349]:	Speed: 319.257297 samples/sec	top1-err=0.715419	top5-err=0.467945	train_loss=523037.398682
Epoch[3] Batch [2399]:	Speed: 319.833324 samples/sec	top1-err=0.715228	top5-err=0.467936	train_loss=534049.817062
Epoch[3] Batch [2449]:	Speed: 320.045615 samples/sec	top1-err=0.715210	top5-err=0.467800	train_loss=545137.659958
Epoch[3] Batch [2499]:	Speed: 319.398373 samples/sec	top1-err=0.715162	top5-err=0.467575	train_loss=556140.707108
Epoch[3] Batch [2549]:	Speed: 317.785422 samples/sec	top1-err=0.715404	top5-err=0.467837	train_loss=567566.243134
Epoch[3] Batch [2599]:	Speed: 318.374412 samples/sec	top1-err=0.715174	top5-err=0.467764	train_loss=578424.120041
Epoch[3] Batch [2649]:	Speed: 318.758937 samples/sec	top1-err=0.715307	top5-err=0.467700	train_loss=589510.923157
Epoch[3] Batch [2699]:	Speed: 319.868356 samples/sec	top1-err=0.715255	top5-err=0.467824	train_loss=600699.681870
Epoch[3] Batch [2749]:	Speed: 319.123456 samples/sec	top1-err=0.715227	top5-err=0.467858	train_loss=611823.661102
Epoch[3] Batch [2799]:	Speed: 318.456010 samples/sec	top1-err=0.715329	top5-err=0.467896	train_loss=622913.542236
Epoch[3] Batch [2849]:	Speed: 318.527868 samples/sec	top1-err=0.715203	top5-err=0.467966	train_loss=634007.086380
Epoch[3] Batch [2899]:	Speed: 289.868464 samples/sec	top1-err=0.714876	top5-err=0.467818	train_loss=645092.397339
Epoch[3] Batch [2949]:	Speed: 316.387463 samples/sec	top1-err=0.714968	top5-err=0.467823	train_loss=656068.636658
Epoch[3] Batch [2999]:	Speed: 316.552664 samples/sec	top1-err=0.715047	top5-err=0.467849	train_loss=667104.211731
Epoch[3] Batch [3049]:	Speed: 318.181845 samples/sec	top1-err=0.714969	top5-err=0.467659	train_loss=678002.430283
Epoch[3] Batch [3099]:	Speed: 318.461451 samples/sec	top1-err=0.715101	top5-err=0.467636	train_loss=689086.379517
Epoch[3] Batch [3149]:	Speed: 316.520668 samples/sec	top1-err=0.715288	top5-err=0.467961	train_loss=700416.872482
Epoch[3] Batch [3199]:	Speed: 317.799019 samples/sec	top1-err=0.715205	top5-err=0.467935	train_loss=711395.660324
Epoch[3] Batch [3249]:	Speed: 317.476209 samples/sec	top1-err=0.715082	top5-err=0.467904	train_loss=722480.526611
Epoch[3] Batch [3299]:	Speed: 318.134671 samples/sec	top1-err=0.715033	top5-err=0.468111	train_loss=733716.730591
Epoch[3] Batch [3349]:	Speed: 317.582617 samples/sec	top1-err=0.715196	top5-err=0.468260	train_loss=744891.592209
Epoch[3] Batch [3399]:	Speed: 319.375299 samples/sec	top1-err=0.715115	top5-err=0.468231	train_loss=755996.201004
Epoch[3] Batch [3449]:	Speed: 319.863462 samples/sec	top1-err=0.715331	top5-err=0.468578	train_loss=767415.884384
Epoch[3] Batch [3499]:	Speed: 316.519041 samples/sec	top1-err=0.715246	top5-err=0.468594	train_loss=778540.404495
Epoch[3] Batch [3549]:	Speed: 319.597720 samples/sec	top1-err=0.715431	top5-err=0.468640	train_loss=789676.223251
Epoch[3] Batch [3599]:	Speed: 316.137992 samples/sec	top1-err=0.715473	top5-err=0.468702	train_loss=800764.846848
Epoch[3] Batch [3649]:	Speed: 315.719147 samples/sec	top1-err=0.715368	top5-err=0.468737	train_loss=811853.573959
Epoch[3] Batch [3699]:	Speed: 316.311967 samples/sec	top1-err=0.715215	top5-err=0.468666	train_loss=822858.782532
Epoch[3] Batch [3749]:	Speed: 316.178706 samples/sec	top1-err=0.715008	top5-err=0.468654	train_loss=833900.303802
Epoch[3] Batch [3799]:	Speed: 316.145282 samples/sec	top1-err=0.715045	top5-err=0.468536	train_loss=844961.067596
Epoch[3] Batch [3849]:	Speed: 316.603194 samples/sec	top1-err=0.715016	top5-err=0.468336	train_loss=855863.988098
Epoch[3] Batch [3899]:	Speed: 317.199327 samples/sec	top1-err=0.714992	top5-err=0.468065	train_loss=866659.830368
Epoch[3] Batch [3949]:	Speed: 317.808681 samples/sec	top1-err=0.715020	top5-err=0.468157	train_loss=877802.743484
Epoch[3] Batch [3999]:	Speed: 318.915810 samples/sec	top1-err=0.714910	top5-err=0.468137	train_loss=888889.989304
Epoch[3] Batch [4049]:	Speed: 316.770437 samples/sec	top1-err=0.714977	top5-err=0.468318	train_loss=900204.326828
Epoch[3] Batch [4099]:	Speed: 318.483010 samples/sec	top1-err=0.714836	top5-err=0.468129	train_loss=911124.766800
Epoch[3] Batch [4149]:	Speed: 319.243036 samples/sec	top1-err=0.714654	top5-err=0.468008	train_loss=921911.562653
Epoch[3] Batch [4199]:	Speed: 318.855791 samples/sec	top1-err=0.714725	top5-err=0.468121	train_loss=933208.029877
Epoch[3] Batch [4249]:	Speed: 319.117317 samples/sec	top1-err=0.714831	top5-err=0.468143	train_loss=944419.885437
Epoch[3] Batch [4299]:	Speed: 319.864102 samples/sec	top1-err=0.714742	top5-err=0.468136	train_loss=955461.273315
Epoch[3] Batch [4349]:	Speed: 320.401894 samples/sec	top1-err=0.714767	top5-err=0.468290	train_loss=966813.391754
Epoch[3] Batch [4399]:	Speed: 319.767808 samples/sec	top1-err=0.714744	top5-err=0.468317	train_loss=978031.784775
Epoch[3] Batch [4449]:	Speed: 320.391309 samples/sec	top1-err=0.714754	top5-err=0.468157	train_loss=989081.580841
Epoch[3] Batch [4499]:	Speed: 319.840358 samples/sec	top1-err=0.714694	top5-err=0.468135	train_loss=1000274.313599
Epoch[3] Batch [4549]:	Speed: 319.473478 samples/sec	top1-err=0.714636	top5-err=0.468091	train_loss=1011337.581238
Epoch[3] Batch [4599]:	Speed: 319.320500 samples/sec	top1-err=0.714606	top5-err=0.468115	train_loss=1022521.380386
Epoch[3] Batch [4649]:	Speed: 319.386030 samples/sec	top1-err=0.714469	top5-err=0.468007	train_loss=1033510.490753
Epoch[3] Batch [4699]:	Speed: 319.589806 samples/sec	top1-err=0.714368	top5-err=0.467846	train_loss=1044415.338928
Epoch[3] Batch [4749]:	Speed: 319.586328 samples/sec	top1-err=0.714510	top5-err=0.467947	train_loss=1055695.106766
Epoch[3] Batch [4799]:	Speed: 317.203810 samples/sec	top1-err=0.714434	top5-err=0.468050	train_loss=1066911.356857
Epoch[3] Batch [4849]:	Speed: 316.432740 samples/sec	top1-err=0.714301	top5-err=0.467957	train_loss=1077928.229340
Epoch[3] Batch [4899]:	Speed: 316.330336 samples/sec	top1-err=0.714177	top5-err=0.467832	train_loss=1088842.250504
Epoch[3] Batch [4949]:	Speed: 317.405478 samples/sec	top1-err=0.714122	top5-err=0.467809	train_loss=1099922.837555
Epoch[3] Batch [4999]:	Speed: 319.499510 samples/sec	top1-err=0.714103	top5-err=0.467759	train_loss=1111001.786591
Epoch[3] Batch [5049]:	Speed: 319.233454 samples/sec	top1-err=0.714131	top5-err=0.467639	train_loss=1122023.977509
Epoch[3] Batch [5099]:	Speed: 319.552704 samples/sec	top1-err=0.714069	top5-err=0.467580	train_loss=1132957.573120
Epoch[3] Batch [5149]:	Speed: 320.040693 samples/sec	top1-err=0.714069	top5-err=0.467694	train_loss=1144064.991638
Epoch[3] Batch [5199]:	Speed: 318.531406 samples/sec	top1-err=0.714047	top5-err=0.467677	train_loss=1155057.223877
Epoch[3] Batch [5249]:	Speed: 319.206570 samples/sec	top1-err=0.713940	top5-err=0.467512	train_loss=1165985.683395
Epoch[3] Batch [5299]:	Speed: 319.587294 samples/sec	top1-err=0.713953	top5-err=0.467609	train_loss=1177003.456833
Epoch[3] Batch [5349]:	Speed: 320.193484 samples/sec	top1-err=0.713952	top5-err=0.467629	train_loss=1188169.192230
Epoch[3] Batch [5399]:	Speed: 318.316143 samples/sec	top1-err=0.713831	top5-err=0.467549	train_loss=1199062.361649
Epoch[3] Batch [5449]:	Speed: 318.081223 samples/sec	top1-err=0.713859	top5-err=0.467623	train_loss=1210251.218277
Epoch[3] Batch [5499]:	Speed: 318.989271 samples/sec	top1-err=0.713824	top5-err=0.467480	train_loss=1221285.678207
Epoch[3] Batch [5549]:	Speed: 319.573636 samples/sec	top1-err=0.713643	top5-err=0.467438	train_loss=1232364.139709
Epoch[3] Batch [5599]:	Speed: 319.623993 samples/sec	top1-err=0.713764	top5-err=0.467439	train_loss=1243617.056198
Epoch[3] Batch [5649]:	Speed: 318.926048 samples/sec	top1-err=0.713794	top5-err=0.467550	train_loss=1254901.951874
Epoch[3] Batch [5699]:	Speed: 320.393917 samples/sec	top1-err=0.713808	top5-err=0.467563	train_loss=1265925.287003
Epoch[3] Batch [5749]:	Speed: 319.941386 samples/sec	top1-err=0.713707	top5-err=0.467497	train_loss=1276919.226685
Epoch[3] Batch [5799]:	Speed: 319.901817 samples/sec	top1-err=0.713704	top5-err=0.467460	train_loss=1288010.898361
Epoch[3] Batch [5849]:	Speed: 319.481630 samples/sec	top1-err=0.713600	top5-err=0.467420	train_loss=1299061.046478
Epoch[3] Batch [5899]:	Speed: 318.776168 samples/sec	top1-err=0.713525	top5-err=0.467383	train_loss=1309990.962387
Epoch[3] Batch [5949]:	Speed: 319.412701 samples/sec	top1-err=0.713590	top5-err=0.467403	train_loss=1321058.435181
Epoch[3] Batch [5999]:	Speed: 318.878646 samples/sec	top1-err=0.713664	top5-err=0.467453	train_loss=1332170.763855
Epoch[3] Batch [6049]:	Speed: 318.919804 samples/sec	top1-err=0.713771	top5-err=0.467515	train_loss=1343437.254410
Epoch[3] Batch [6099]:	Speed: 318.362812 samples/sec	top1-err=0.713753	top5-err=0.467577	train_loss=1354580.930618
Epoch[3] Batch [6149]:	Speed: 316.787947 samples/sec	top1-err=0.713727	top5-err=0.467553	train_loss=1365637.610886
Epoch[3] Batch [6199]:	Speed: 294.407103 samples/sec	top1-err=0.713755	top5-err=0.467606	train_loss=1376806.224106
Epoch[3] Batch [6249]:	Speed: 313.311113 samples/sec	top1-err=0.713763	top5-err=0.467665	train_loss=1387953.784958
Epoch[3] Batch [6299]:	Speed: 316.418148 samples/sec	top1-err=0.713869	top5-err=0.467775	train_loss=1399305.477112
Epoch[3] Batch [6349]:	Speed: 317.063962 samples/sec	top1-err=0.713866	top5-err=0.467768	train_loss=1410437.188782
Epoch[3] Batch [6399]:	Speed: 316.922785 samples/sec	top1-err=0.713794	top5-err=0.467688	train_loss=1421370.580078
Epoch[3] Batch [6449]:	Speed: 316.128975 samples/sec	top1-err=0.713781	top5-err=0.467713	train_loss=1432498.445358
Epoch[3] Batch [6499]:	Speed: 316.092486 samples/sec	top1-err=0.713829	top5-err=0.467764	train_loss=1443821.998856
Epoch[3] Batch [6549]:	Speed: 316.031418 samples/sec	top1-err=0.713841	top5-err=0.467801	train_loss=1454951.671188
Epoch[3] Batch [6599]:	Speed: 317.985743 samples/sec	top1-err=0.713897	top5-err=0.467881	train_loss=1466240.954575
Epoch[3] Batch [6649]:	Speed: 316.766594 samples/sec	top1-err=0.713884	top5-err=0.467749	train_loss=1477266.763489
Epoch[3] Batch [6699]:	Speed: 316.388783 samples/sec	top1-err=0.713972	top5-err=0.467768	train_loss=1488504.230804
Epoch[3] Batch [6749]:	Speed: 316.647390 samples/sec	top1-err=0.714025	top5-err=0.467863	train_loss=1499887.825027
Epoch[3] Batch [6799]:	Speed: 317.126239 samples/sec	top1-err=0.714154	top5-err=0.467985	train_loss=1511279.363205
Epoch[3] Batch [6849]:	Speed: 318.006274 samples/sec	top1-err=0.714247	top5-err=0.468059	train_loss=1522638.993362
Epoch[3] Batch [6899]:	Speed: 317.477749 samples/sec	top1-err=0.714330	top5-err=0.468073	train_loss=1533787.123596
Epoch[3] Batch [6949]:	Speed: 317.843512 samples/sec	top1-err=0.714337	top5-err=0.468040	train_loss=1544973.009232
Epoch[3] Batch [6999]:	Speed: 317.562645 samples/sec	top1-err=0.714335	top5-err=0.467953	train_loss=1556050.119446
Epoch[3] Batch [7049]:	Speed: 318.415561 samples/sec	top1-err=0.714324	top5-err=0.467954	train_loss=1567166.781143
Epoch[3] Batch [7099]:	Speed: 318.181867 samples/sec	top1-err=0.714331	top5-err=0.468006	train_loss=1578309.612762
Epoch[3] Batch [7149]:	Speed: 317.953706 samples/sec	top1-err=0.714340	top5-err=0.468033	train_loss=1589432.052505
Epoch[3] Batch [7199]:	Speed: 318.589777 samples/sec	top1-err=0.714431	top5-err=0.467995	train_loss=1600555.753830
Epoch[3] Batch [7249]:	Speed: 318.403822 samples/sec	top1-err=0.714420	top5-err=0.467981	train_loss=1611580.916962
Epoch[3] Batch [7299]:	Speed: 317.673201 samples/sec	top1-err=0.714358	top5-err=0.467977	train_loss=1622601.658875
Epoch[3] Batch [7349]:	Speed: 318.632199 samples/sec	top1-err=0.714364	top5-err=0.467957	train_loss=1633605.310135
Epoch[3] Batch [7399]:	Speed: 317.781066 samples/sec	top1-err=0.714307	top5-err=0.467838	train_loss=1644547.097305
Epoch[3] Batch [7449]:	Speed: 317.032791 samples/sec	top1-err=0.714243	top5-err=0.467846	train_loss=1655665.130936
Epoch[3] Batch [7499]:	Speed: 317.615670 samples/sec	top1-err=0.714183	top5-err=0.467867	train_loss=1666716.808762
Epoch[3] Batch [7549]:	Speed: 318.717956 samples/sec	top1-err=0.714162	top5-err=0.467759	train_loss=1677683.448685
Epoch[3] Batch [7599]:	Speed: 317.996140 samples/sec	top1-err=0.714145	top5-err=0.467850	train_loss=1688961.015106
Epoch[3] Batch [7649]:	Speed: 318.248440 samples/sec	top1-err=0.714175	top5-err=0.467849	train_loss=1700023.010101
Epoch[3] Batch [7699]:	Speed: 317.530152 samples/sec	top1-err=0.714160	top5-err=0.467877	train_loss=1711173.203781
Epoch[3] Batch [7749]:	Speed: 317.965464 samples/sec	top1-err=0.714071	top5-err=0.467853	train_loss=1722272.537201
Epoch[3] Batch [7799]:	Speed: 317.708077 samples/sec	top1-err=0.714093	top5-err=0.467907	train_loss=1733451.071854
Epoch[3] Batch [7849]:	Speed: 315.901635 samples/sec	top1-err=0.714074	top5-err=0.467888	train_loss=1744437.970612
Epoch[3] Batch [7899]:	Speed: 290.961541 samples/sec	top1-err=0.714045	top5-err=0.467866	train_loss=1755418.415268
Epoch[3] Batch [7949]:	Speed: 318.034290 samples/sec	top1-err=0.713992	top5-err=0.467814	train_loss=1766369.114166
Epoch[3] Batch [7999]:	Speed: 318.706846 samples/sec	top1-err=0.713986	top5-err=0.467752	train_loss=1777346.053802
Epoch[3] Batch [8049]:	Speed: 317.651255 samples/sec	top1-err=0.714061	top5-err=0.467778	train_loss=1788590.946075
Epoch[3] Batch [8099]:	Speed: 317.650097 samples/sec	top1-err=0.714063	top5-err=0.467811	train_loss=1799823.956650
Epoch[3] Batch [8149]:	Speed: 317.780351 samples/sec	top1-err=0.714001	top5-err=0.467768	train_loss=1810694.461472
Epoch[3] Batch [8199]:	Speed: 317.961080 samples/sec	top1-err=0.713965	top5-err=0.467706	train_loss=1821603.361771
Epoch[3] Batch [8249]:	Speed: 318.308013 samples/sec	top1-err=0.713977	top5-err=0.467678	train_loss=1832772.900711
Epoch[3] Batch [8299]:	Speed: 317.899213 samples/sec	top1-err=0.713876	top5-err=0.467660	train_loss=1843730.146118
Epoch[3] Batch [8349]:	Speed: 317.702979 samples/sec	top1-err=0.713928	top5-err=0.467721	train_loss=1855034.172607
Epoch[3] Batch [8399]:	Speed: 317.468903 samples/sec	top1-err=0.713908	top5-err=0.467647	train_loss=1866045.579803
Epoch[3] Batch [8449]:	Speed: 318.120947 samples/sec	top1-err=0.713841	top5-err=0.467618	train_loss=1876965.490326
Epoch[3] Batch [8499]:	Speed: 318.453985 samples/sec	top1-err=0.713746	top5-err=0.467581	train_loss=1887969.401123
Epoch[3] Batch [8549]:	Speed: 318.014118 samples/sec	top1-err=0.713748	top5-err=0.467520	train_loss=1898994.269470
Epoch[3] Batch [8599]:	Speed: 317.899763 samples/sec	top1-err=0.713763	top5-err=0.467533	train_loss=1910115.345322
Epoch[3] Batch [8649]:	Speed: 317.982135 samples/sec	top1-err=0.713705	top5-err=0.467411	train_loss=1920869.115158
Epoch[3] Batch [8699]:	Speed: 317.796204 samples/sec	top1-err=0.713628	top5-err=0.467355	train_loss=1931833.542877
Epoch[3] Batch [8749]:	Speed: 316.575586 samples/sec	top1-err=0.713620	top5-err=0.467320	train_loss=1942989.843277
Epoch[3] Batch [8799]:	Speed: 316.458189 samples/sec	top1-err=0.713574	top5-err=0.467246	train_loss=1953937.479446
Epoch[3] Batch [8849]:	Speed: 314.639174 samples/sec	top1-err=0.713536	top5-err=0.467196	train_loss=1964891.141739
Epoch[3] Batch [8899]:	Speed: 315.066139 samples/sec	top1-err=0.713552	top5-err=0.467179	train_loss=1975980.833267
Epoch[3] Batch [8949]:	Speed: 315.540637 samples/sec	top1-err=0.713462	top5-err=0.467154	train_loss=1986958.664322
Epoch[3] Batch [8999]:	Speed: 315.545311 samples/sec	top1-err=0.713476	top5-err=0.467161	train_loss=1998006.310562
Epoch[3] Batch [9049]:	Speed: 316.322642 samples/sec	top1-err=0.713420	top5-err=0.467129	train_loss=2008988.488937
Epoch[3] Batch [9099]:	Speed: 317.166593 samples/sec	top1-err=0.713360	top5-err=0.467054	train_loss=2019810.399506
Epoch[3] Batch [9149]:	Speed: 317.356785 samples/sec	top1-err=0.713344	top5-err=0.467075	train_loss=2030821.408844
Epoch[3] Batch [9199]:	Speed: 315.211241 samples/sec	top1-err=0.713354	top5-err=0.466994	train_loss=2041795.856277
Epoch[3] Batch [9249]:	Speed: 315.158986 samples/sec	top1-err=0.713299	top5-err=0.466954	train_loss=2052819.015671
Epoch[3] Batch [9299]:	Speed: 316.007645 samples/sec	top1-err=0.713353	top5-err=0.466974	train_loss=2063957.797867
Epoch[3] Batch [9349]:	Speed: 317.592935 samples/sec	top1-err=0.713396	top5-err=0.467052	train_loss=2075236.210449
Epoch[3] Batch [9399]:	Speed: 316.569672 samples/sec	top1-err=0.713388	top5-err=0.467068	train_loss=2086270.560806
Epoch[3] Batch [9449]:	Speed: 314.259059 samples/sec	top1-err=0.713361	top5-err=0.466994	train_loss=2097149.354233
Epoch[3] Batch [9499]:	Speed: 313.582118 samples/sec	top1-err=0.713380	top5-err=0.467038	train_loss=2108385.264526
Epoch[3] Batch [9549]:	Speed: 315.300506 samples/sec	top1-err=0.713328	top5-err=0.466976	train_loss=2119435.955505
Epoch[3] Batch [9599]:	Speed: 313.635053 samples/sec	top1-err=0.713353	top5-err=0.466974	train_loss=2130608.431854
Epoch[3] Batch [9649]:	Speed: 315.083824 samples/sec	top1-err=0.713395	top5-err=0.466979	train_loss=2141645.391464
